trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9999796009127201}",25,0,-158.83048742927812,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.9999785550515792}",20,0,-163.56086841197455,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.9999774555703496}",25,0,-153.67264214184672,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.9999762997201188}",20,0,-142.74629737036997,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9999750846110607}",25,0,-66.10874227247386,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9999738072052126}",20,0,-65.09542380403414,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.9999724643088853}",20,0,-113.02761182100306,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.99997105256468}",25,0,-89.9397327297577,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9999695684430994}",30,0,-201.39323592116952,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
194,False,"{'a': 0.5, 'e': 0.9999680082337282}",20,8,-107.07661872479284,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 2}",1
195,False,"{'a': 0.5, 'e': 0.9999663680359613}",20,0,-75.52400380576563,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.9999646437492582}",20,0,-69.21334750607568,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9999628310628971}",20,0,-55.375637515703666,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9999609254452048}",20,8,-8.014832065721098,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.9999589221322353}",20,0,-54.49728907121444,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.9999568161158681}",25,0,-132.96153854213642,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.9999546021312976}",20,0,-82.51867399235394,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9999522746438816}",20,0,-146.77433571506384,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.9999498278353162}",20,0,-161.87768414355185,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
204,False,"{'a': 0.5, 'e': 0.999947255589104}",30,0,-232.8072386180574,"{0: 17, 1: 6, 2: 2, 3: 0, 4: 5}",0
205,False,"{'a': 0.5, 'e': 0.9999445514752772}",20,0,-89.75200196027689,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.9999417087343389}",20,0,-129.12926781926092,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.9999387202603833}",30,0,-130.45639903222752,"{0: 22, 1: 3, 2: 2, 3: 0, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.9999355785833519}",20,0,-73.86525455898014,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9999322758503804}",25,0,-164.37288939125352,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
210,False,"{'a': 0.5, 'e': 0.9999288038061921}",25,0,-137.43924851855434,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 3}",0
211,False,"{'a': 0.5, 'e': 0.9999251537724895}",30,0,-148.98697761265487,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9999213166262887}",30,0,-47.64538081380956,"{0: 22, 1: 2, 2: 6, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.9999172827771484}",25,0,-140.80064843010578,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.999913042143232}",20,0,-109.05969906955636,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
215,False,"{'a': 0.5, 'e': 0.9999085841261478}",20,0,-172.33190780601262,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.9999038975845005}",20,0,-169.81662995010862,"{0: 11, 1: 0, 2: 4, 3: 3, 4: 2}",0
217,False,"{'a': 0.5, 'e': 0.9998989708060922}",20,0,-88.40276747081381,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.9998937914787018}",25,0,-99.87794175033103,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
219,False,"{'a': 0.5, 'e': 0.9998883466593704}",25,0,-185.3455256067309,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
220,False,"{'a': 0.5, 'e': 0.9998826227421188}",25,0,-157.19006487966044,"{0: 10, 1: 4, 2: 9, 3: 1, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9998766054240137}",25,0,-54.84102192386702,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.9998702796695016}",25,0,-34.09629726989728,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.9998636296729204}",35,0,-114.94274817948944,"{0: 23, 1: 1, 2: 10, 3: 0, 4: 1}",0
224,False,"{'a': 0.5, 'e': 0.9998566388190987}",25,0,-115.42616993228171,"{0: 14, 1: 4, 2: 5, 3: 1, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.9998492896419403}",30,0,-175.8833169357594,"{0: 12, 1: 6, 2: 10, 3: 1, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9998415637808975}",20,0,-5.197666959767865,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.9998334419352227}",20,5,-58.96141204472393,"{0: 7, 1: 2, 2: 6, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.9998249038158853}",20,0,-45.37569483972514,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.9998159280950366}",30,0,-183.1786848176942,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
230,False,"{'a': 0.5, 'e': 0.9998064923528988}",25,0,-178.45834386893623,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
231,False,"{'a': 0.5, 'e': 0.9997965730219448}",25,0,-60.09501017913331,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
232,False,"{'a': 0.5, 'e': 0.9997861453282355}",20,0,-105.5573440503931,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
233,False,"{'a': 0.5, 'e': 0.9997751832297667}",35,0,-94.28855923210885,"{0: 23, 1: 2, 2: 9, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.9997636593516778}",20,0,-105.22683120071818,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
235,False,"{'a': 0.5, 'e': 0.9997515449181605}",30,0,-168.049311922921,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
236,False,"{'a': 0.5, 'e': 0.9997388096809043}",20,0,-190.55584848869842,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
237,False,"{'a': 0.5, 'e': 0.9997254218438986}",20,0,-96.52897091898355,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.9997113479844154}",25,0,-313.62998838265963,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 7}",0
239,False,"{'a': 0.5, 'e': 0.9996965529699712}",25,0,-96.14983471989221,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9996809998710731}",25,0,-103.59218182147359,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.9996646498695336}",25,7,-146.095592157848,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 3}",1
242,False,"{'a': 0.5, 'e': 0.9996474621621289}",25,16,-4.439938028011267,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.9996293938593735}",20,0,-60.517615139118575,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.9996103998791612}",25,0,-65.20833544528864,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.9995904328350139}",25,0,-139.1656015254574,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.9995694429186754}",20,0,-153.36952901278553,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.9995473777767595}",20,0,-96.3535197361904,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9995241823811616}",20,0,-139.5900489396979,"{0: 7, 1: 5, 2: 6, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.9994997988929205}",20,0,-78.2872301600722,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.9994741665192033}",20,0,-22.448918620536073,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.9994472213630764}",20,0,-78.51961959787116,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.9994188962656985}",20,4,-32.95455191243558,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.9993891206405656}",20,0,-109.29102040129281,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.9993578202994141}",20,0,-63.82208700083693,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
255,False,"{'a': 0.5, 'e': 0.9993249172693672}",30,0,-149.0064449383358,"{0: 17, 1: 2, 2: 7, 3: 3, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.9992903296008995}",20,0,-154.8371348548094,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
257,False,"{'a': 0.5, 'e': 0.9992539711661633}",20,0,-116.81859002097724,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9992157514472091}",20,0,-128.35644761505682,"{0: 7, 1: 2, 2: 9, 3: 2, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9991755753136017}",30,0,-159.1635744845999,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9991333427889207}",20,0,-36.25323391215929,"{0: 13, 1: 5, 2: 1, 3: 1, 4: 0}",0
261,False,"{'a': 0.5, 'e': 0.9990889488055994}",25,0,-110.16422645201831,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9990422829475397}",25,0,-43.423638380042576,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
263,False,"{'a': 0.5, 'e': 0.9989932291799144}",20,0,-74.11070548056523,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9989416655655341}",25,0,-127.58988933226642,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9988874639671398}",20,0,-98.4488229717511,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9988304897349445}",30,0,-178.877464544194,"{0: 15, 1: 3, 2: 10, 3: 0, 4: 2}",0
267,False,"{'a': 0.5, 'e': 0.9987706013787226}",25,0,-145.3942025303925,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.9987076502237127}",25,0,-172.97245901436224,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.9986414800495711}",25,0,-126.54965532816844,"{0: 15, 1: 6, 2: 1, 3: 1, 4: 2}",0
270,False,"{'a': 0.5, 'e': 0.9985719267115775}",20,0,-67.64588510051911,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.998498817743263}",20,0,-130.13139014838407,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
272,False,"{'a': 0.5, 'e': 0.9984219719395961}",20,0,-146.28293141461506,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.9983411989198255}",25,0,-216.68604773724152,"{0: 15, 1: 0, 2: 3, 3: 4, 4: 3}",0
274,False,"{'a': 0.5, 'e': 0.9982562986690452}",25,0,-93.60372102964511,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.9981670610575072}",30,0,-68.16545631829244,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.9980732653366725}",20,0,-146.9851772213518,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.9979746796109501}",20,0,-192.34209463370217,"{0: 9, 1: 1, 2: 6, 3: 1, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.9978710602840357}",35,0,-52.636767683283125,"{0: 26, 1: 1, 2: 8, 3: 0, 4: 0}",0
279,False,"{'a': 0.5, 'e': 0.9977621514787236}",25,3,-43.86592705215101,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.997647684429022}",35,0,-206.43056377614695,"{0: 20, 1: 3, 2: 9, 3: 0, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.9975273768433653}",30,0,-203.12655991630032,"{0: 17, 1: 4, 2: 5, 3: 0, 4: 4}",0
282,False,"{'a': 0.5, 'e': 0.9974009322376768}",20,0,-58.308621323479926,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
283,False,"{'a': 0.5, 'e': 0.997268039236989}",25,0,-139.73011268054597,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9971283708442995}",20,0,-114.98301262285871,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
285,False,"{'a': 0.5, 'e': 0.9969815836752917}",25,0,-74.1043485289688,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.9968273171575148}",25,0,-68.70996390013764,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.9966651926925867}",20,0,-101.82355690556734,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9964948127799336}",20,0,-126.90855332807783,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
289,False,"{'a': 0.5, 'e': 0.9963157601005641}",25,0,-115.36338694993182,"{0: 14, 1: 4, 2: 3, 3: 4, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.9961275965593289}",35,0,-138.3963111890203,"{0: 23, 1: 6, 2: 3, 3: 1, 4: 2}",0
291,False,"{'a': 0.5, 'e': 0.995929862284104}",20,0,-167.49758870815438,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
292,False,"{'a': 0.5, 'e': 0.9957220745802952}",25,0,-99.54329050031569,"{0: 16, 1: 2, 2: 3, 3: 4, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.9955037268390589}",20,4,-81.3456554182912,"{0: 6, 1: 4, 2: 5, 3: 1, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.9952742873976046}",20,0,-145.16682565533472,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
295,False,"{'a': 0.5, 'e': 0.995033198349943}",25,9,-83.1087285122772,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 2}",1
296,False,"{'a': 0.5, 'e': 0.9947798743064417}",20,0,-55.986462241521544,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
297,False,"{'a': 0.5, 'e': 0.9945137011005495}",20,0,-147.90817892777838,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
298,False,"{'a': 0.5, 'e': 0.994234034441075}",25,0,-237.00809690054157,"{0: 11, 1: 2, 2: 8, 3: 0, 4: 4}",0
299,False,"{'a': 0.5, 'e': 0.9939401985084158}",30,0,-183.33968382165227,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 3}",0
300,False,"{'a': 0.5, 'e': 0.9936314844931844}",25,0,-227.42475609345962,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
301,False,"{'a': 0.5, 'e': 0.9933071490757153}",20,4,-21.06372491990513,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.9929664128450049}",20,0,-69.13345885097324,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
303,False,"{'a': 0.5, 'e': 0.9926084586557181}",25,0,-123.54430442161505,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
304,False,"{'a': 0.5, 'e': 0.9922324299219849}",20,0,-99.36481739424926,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.9918374288468401}",20,0,-160.53255154433003,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
306,False,"{'a': 0.5, 'e': 0.991422514586288}",20,0,-19.077611144265937,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.990986701347152}",20,0,-106.47258901659629,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.9905289564180538}",20,0,-165.01597886321412,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
309,False,"{'a': 0.5, 'e': 0.9900481981330957}",25,0,-82.77259843017436,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9895432937680818}",20,0,-84.89253972698343,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
311,False,"{'a': 0.5, 'e': 0.9890130573694068}",30,0,-164.97598957303882,"{0: 16, 1: 2, 2: 9, 3: 2, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.9884562475160777}",25,0,-165.66277442577208,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.9878715650157257}",20,0,-14.522331844799739,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.9872576505358884}",25,0,-179.72765809347513,"{0: 12, 1: 3, 2: 6, 3: 2, 4: 2}",0
315,False,"{'a': 0.5, 'e': 0.9866130821723351}",20,0,-100.7815707002879,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
316,False,"{'a': 0.5, 'e': 0.9859363729567544}",20,0,-143.97422987684743,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
317,False,"{'a': 0.5, 'e': 0.9852259683067269}",20,0,-150.38395538609012,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
318,False,"{'a': 0.5, 'e': 0.9844802434215911}",35,0,-139.61885395583127,"{0: 24, 1: 2, 2: 6, 3: 1, 4: 2}",0
319,False,"{'a': 0.5, 'e': 0.9836975006285591}",20,0,-81.98659569228082,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9828759666842724}",20,0,-125.18415553140818,"{0: 10, 1: 5, 2: 3, 3: 0, 4: 2}",0
321,False,"{'a': 0.5, 'e': 0.9820137900379085}",25,13,0.4341833318629549,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.9811090380629609}",25,0,-149.0302052636731,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.9801596942659225}",25,0,-48.36506546524896,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
324,False,"{'a': 0.5, 'e': 0.9791636554813196}",25,0,-107.2960437104579,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.9781187290638694}",25,0,-76.83961978867686,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.9770226300899744}",20,0,-36.169872754109804,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.9758729785823308}",25,0,-155.9950875024554,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.9746672967731284}",25,0,-203.55305270076332,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
329,False,"{'a': 0.5, 'e': 0.973403006423134}",20,0,-92.71677608880883,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.9720774262159271}",25,0,-119.87314688276349,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.9706877692486436}",20,0,-120.10173272915176,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.969231140642852}",25,0,-145.37384043145764,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
333,False,"{'a': 0.5, 'e': 0.9677045353015494}",25,0,-141.23086336920161,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
334,False,"{'a': 0.5, 'e': 0.9661048358408219}",20,0,-51.17601957700589,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.9644288107273639}",20,0,-147.09407946098452,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
336,False,"{'a': 0.5, 'e': 0.9626731126558706}",20,0,-91.20124821421247,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
337,False,"{'a': 0.5, 'e': 0.9608342772032357}",25,0,-61.52394206408128,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.958908721799535}",20,0,-108.50660339250486,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
339,False,"{'a': 0.5, 'e': 0.9568927450589139}",20,0,-152.75451433274586,"{0: 9, 1: 4, 2: 4, 3: 1, 4: 2}",0
340,False,"{'a': 0.5, 'e': 0.9547825265167125}",30,0,-144.25628474993266,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 3}",0
341,False,"{'a': 0.5, 'e': 0.9525741268224334}",20,0,-118.48286329330125,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.9502634884414434}",25,0,-89.41231862355762,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.9478464369215823}",20,1,-82.50159499570236,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.9453186827840592}",25,0,-167.2222962523489,"{0: 15, 1: 1, 2: 4, 3: 3, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.9426758241011313}",20,0,-61.30699947648428,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.9399133498259924}",20,0,-85.81911346932051,"{0: 14, 1: 2, 2: 0, 3: 3, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.9370266439430035}",20,0,-83.23459901823708,"{0: 12, 1: 1, 2: 5, 3: 2, 4: 0}",0
348,False,"{'a': 0.5, 'e': 0.9340109905087812}",25,0,-141.47478439383067,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
349,False,"{'a': 0.5, 'e': 0.9308615796566533}",25,0,-181.92724298151674,"{0: 17, 1: 1, 2: 2, 3: 1, 4: 4}",0
350,False,"{'a': 0.5, 'e': 0.9275735146384823}",20,16,6.759513172039276,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.9241418199787566}",20,0,-34.81702642157285,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.9205614508160216}",25,0,-116.25343532346355,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.9168273035060777}",20,0,-96.98155864082248,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.9129342275597286}",25,0,-146.1393295355447,"{0: 15, 1: 0, 2: 5, 3: 4, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.9088770389851438}",25,0,-90.08268850180879,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
356,False,"{'a': 0.5, 'e': 0.9046505351008906}",25,0,-175.32120835243643,"{0: 13, 1: 1, 2: 8, 3: 1, 4: 2}",0
357,False,"{'a': 0.5, 'e': 0.9002495108803148}",20,2,-120.26837598088206,"{0: 9, 1: 2, 2: 4, 3: 2, 4: 1}",1
358,False,"{'a': 0.5, 'e': 0.8956687768809987}",25,0,-19.080016018307973,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.8909031788043871}",30,0,-127.12572690426815,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.8859476187202091}",20,0,-146.06770879450266,"{0: 8, 1: 5, 2: 5, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.8807970779778823}",25,0,-169.55264580173943,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
362,False,"{'a': 0.5, 'e': 0.8754466418125836}",25,0,-129.5396579477531,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
363,False,"{'a': 0.5, 'e': 0.8698915256370021}",20,0,-76.46911961507476,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
364,False,"{'a': 0.5, 'e': 0.8641271029909058}",20,0,-89.30014245625658,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
365,False,"{'a': 0.5, 'e': 0.8581489350995123}",20,0,-129.94748874145066,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.8519528019683106}",35,0,-95.39109423883392,"{0: 28, 1: 2, 2: 2, 3: 1, 4: 2}",0
367,False,"{'a': 0.5, 'e': 0.8455347349164652}",20,0,-156.01959020363583,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
368,False,"{'a': 0.5, 'e': 0.8388910504234147}",25,0,-74.83879543991232,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
